Plage,échantillon,orientation,position,substrat,fréquentation,situation,distance,objet,compte,slug,region
Amphion,74_Amp_1,NE,1,2,3,1,1,fragments,0.0,amphion,Grand lac
Amphion,74_Amp_1,NE,1,2,3,1,1,fibres,97.0,amphion,Grand lac
Amphion,74_Amp_1,NE,1,2,3,1,1,souple,0.0,amphion,Grand lac
Amphion,74_Amp_10,NNE,2,2,3,1,1,fragments,38.0,amphion,Grand lac
Amphion,74_Amp_10,NNE,2,2,3,1,1,fibres,140.0,amphion,Grand lac
Amphion,74_Amp_10,NNE,2,2,3,1,1,souple,34.0,amphion,Grand lac
Amphion,74_Amp_2,NNE,1,2,3,1,1,fragments,3.0,amphion,Grand lac
Amphion,74_Amp_2,NNE,1,2,3,1,1,fibres,121.0,amphion,Grand lac
Amphion,74_Amp_2,NNE,1,2,3,1,1,souple,12.0,amphion,Grand lac
Amphion,74_Amp_3,NE,1,2,3,1,1,fragments,0.0,amphion,Grand lac
Amphion,74_Amp_3,NE,1,2,3,1,1,fibres,31.0,amphion,Grand lac
Amphion,74_Amp_3,NE,1,2,3,1,1,souple,0.0,amphion,Grand lac
Amphion,74_Amp_4,NNE,1,2,3,1,1,fragments,2.0,amphion,Grand lac
Amphion,74_Amp_4,NNE,1,2,3,1,1,fibres,179.0,amphion,Grand lac
Amphion,74_Amp_4,NNE,1,2,3,1,1,souple,1.0,amphion,Grand lac
Amphion,74_Amp_5,NE,2,2,3,1,1,fragments,6.0,amphion,Grand lac
Amphion,74_Amp_5,NE,2,2,3,1,1,fibres,70.0,amphion,Grand lac
Amphion,74_Amp_5,NE,2,2,3,1,1,souple,12.0,amphion,Grand lac
Amphion,74_Amp_6,NE,2,2,3,1,1,fragments,7.0,amphion,Grand lac
Amphion,74_Amp_6,NE,2,2,3,1,1,fibres,167.0,amphion,Grand lac
Amphion,74_Amp_6,NE,2,2,3,1,1,souple,14.0,amphion,Grand lac
Amphion,74_Amp_7,NE,2,2,3,1,1,fragments,9.0,amphion,Grand lac
Amphion,74_Amp_7,NE,2,2,3,1,1,fibres,44.0,amphion,Grand lac
Amphion,74_Amp_7,NE,2,2,3,1,1,souple,18.0,amphion,Grand lac
Amphion,74_Amp_8,NNE,2,2,3,1,1,fragments,1.0,amphion,Grand lac
Amphion,74_Amp_8,NNE,2,2,3,1,1,fibres,46.0,amphion,Grand lac
Amphion,74_Amp_8,NNE,2,2,3,1,1,souple,5.0,amphion,Grand lac
Amphion,74_Amp_9,NNE,2,2,3,1,1,fragments,13.0,amphion,Grand lac
Amphion,74_Amp_9,NNE,2,2,3,1,1,fibres,205.0,amphion,Grand lac
Amphion,74_Amp_9,NNE,2,2,3,1,1,souple,12.0,amphion,Grand lac
Anthy,74_Ant_1,NNO,1,2,2,1,1,fragments,5.0,anthy,Grand lac
Anthy,74_Ant_1,NNO,1,2,2,1,1,fibres,29.0,anthy,Grand lac
Anthy,74_Ant_1,NNO,1,2,2,1,1,souple,4.0,anthy,Grand lac
Anthy,74_Ant_2,NNO,1,2,2,1,1,fragments,8.0,anthy,Grand lac
Anthy,74_Ant_2,NNO,1,2,2,1,1,fibres,33.0,anthy,Grand lac
Anthy,74_Ant_2,NNO,1,2,2,1,1,souple,16.0,anthy,Grand lac
Anthy,74_Ant_3,NNO,1,2,2,1,1,fragments,9.0,anthy,Grand lac
Anthy,74_Ant_3,NNO,1,2,2,1,1,fibres,61.0,anthy,Grand lac
Anthy,74_Ant_3,NNO,1,2,2,1,1,souple,1.0,anthy,Grand lac
Anthy,74_Ant_4,NNO,2,2,2,1,1,fragments,13.0,anthy,Grand lac
Anthy,74_Ant_4,NNO,2,2,2,1,1,fibres,166.0,anthy,Grand lac
Anthy,74_Ant_4,NNO,2,2,2,1,1,souple,28.0,anthy,Grand lac
Anthy,74_Ant_5,NNO,2,2,2,1,1,fragments,6.0,anthy,Grand lac
Anthy,74_Ant_5,NNO,2,2,2,1,1,fibres,105.0,anthy,Grand lac
Anthy,74_Ant_5,NNO,2,2,2,1,1,souple,11.0,anthy,Grand lac
Anthy,74_Ant_6,NNO,2,2,2,1,1,fragments,16.0,anthy,Grand lac
Anthy,74_Ant_6,NNO,2,2,2,1,1,fibres,156.0,anthy,Grand lac
Anthy,74_Ant_6,NNO,2,2,2,1,1,souple,35.0,anthy,Grand lac
Aubonne,VD_Aub_1,ONO,1,2,2,1,2,fragments,5.0,aubonne,Grand lac
Aubonne,VD_Aub_1,ONO,1,2,2,1,2,fibres,39.0,aubonne,Grand lac
Aubonne,VD_Aub_1,ONO,1,2,2,1,2,souple,0.0,aubonne,Grand lac
Aubonne,VD_Aub_2,O,1,2,2,1,2,fragments,8.0,aubonne,Grand lac
Aubonne,VD_Aub_2,O,1,2,2,1,2,fibres,51.0,aubonne,Grand lac
Aubonne,VD_Aub_2,O,1,2,2,1,2,souple,0.0,aubonne,Grand lac
Aubonne,VD_Aub_3,OSO,1,2,2,1,2,fragments,2.0,aubonne,Grand lac
Aubonne,VD_Aub_3,OSO,1,2,2,1,2,fibres,86.0,aubonne,Grand lac
Aubonne,VD_Aub_3,OSO,1,2,2,1,2,souple,1.0,aubonne,Grand lac
Aubonne,VD_Aub_4,OSO,1,2,2,1,2,fragments,37.0,aubonne,Grand lac
Aubonne,VD_Aub_4,OSO,1,2,2,1,2,fibres,30.0,aubonne,Grand lac
Aubonne,VD_Aub_4,OSO,1,2,2,1,2,souple,0.0,aubonne,Grand lac
Aubonne,VD_Aub_5,SO,1,2,2,1,2,fragments,11.0,aubonne,Grand lac
Aubonne,VD_Aub_5,SO,1,2,2,1,2,fibres,42.0,aubonne,Grand lac
Aubonne,VD_Aub_5,SO,1,2,2,1,2,souple,2.0,aubonne,Grand lac
Aubonne,VD_Aub_6,ONO,2,2,2,1,2,fragments,10.0,aubonne,Grand lac
Aubonne,VD_Aub_6,ONO,2,2,2,1,2,fibres,76.0,aubonne,Grand lac
Aubonne,VD_Aub_6,ONO,2,2,2,1,2,souple,1.0,aubonne,Grand lac
Aubonne,VD_Aub_7,OSO,2,2,2,1,2,fragments,5.0,aubonne,Grand lac
Aubonne,VD_Aub_7,OSO,2,2,2,1,2,fibres,132.0,aubonne,Grand lac
Aubonne,VD_Aub_7,OSO,2,2,2,1,2,souple,72.0,aubonne,Grand lac
Aubonne,VD_Aub_9,OSO,2,2,2,1,2,fragments,17.0,aubonne,Grand lac
Aubonne,VD_Aub_9,OSO,2,2,2,1,2,fibres,105.0,aubonne,Grand lac
Aubonne,VD_Aub_9,OSO,2,2,2,1,2,souple,39.0,aubonne,Grand lac
Baby Plage,GE_Bab_1,NNE,1,1,3,2,1,fragments,1.0,baby-plage,Petit lac
Baby Plage,GE_Bab_1,NNE,1,1,3,2,1,fibres,22.0,baby-plage,Petit lac
Baby Plage,GE_Bab_1,NNE,1,1,3,2,1,souple,0.0,baby-plage,Petit lac
Baby Plage,GE_Bab_10,N,2,1,3,2,1,fragments,7.0,baby-plage,Petit lac
Baby Plage,GE_Bab_10,N,2,1,3,2,1,fibres,169.0,baby-plage,Petit lac
Baby Plage,GE_Bab_10,N,2,1,3,2,1,souple,21.0,baby-plage,Petit lac
Baby Plage,GE_Bab_11,N,2,1,3,2,1,fragments,52.0,baby-plage,Petit lac
Baby Plage,GE_Bab_11,N,2,1,3,2,1,fibres,105.0,baby-plage,Petit lac
Baby Plage,GE_Bab_11,N,2,1,3,2,1,souple,59.0,baby-plage,Petit lac
Baby Plage,GE_Bab_2,N,1,1,3,2,1,fragments,3.0,baby-plage,Petit lac
Baby Plage,GE_Bab_2,N,1,1,3,2,1,fibres,122.0,baby-plage,Petit lac
Baby Plage,GE_Bab_2,N,1,1,3,2,1,souple,0.0,baby-plage,Petit lac
Baby Plage,GE_Bab_3,N,1,1,3,2,1,fragments,1.0,baby-plage,Petit lac
Baby Plage,GE_Bab_3,N,1,1,3,2,1,fibres,31.0,baby-plage,Petit lac
Baby Plage,GE_Bab_3,N,1,1,3,2,1,souple,0.0,baby-plage,Petit lac
Baby Plage,GE_Bab_4,N,1,1,3,2,1,fragments,6.0,baby-plage,Petit lac
Baby Plage,GE_Bab_4,N,1,1,3,2,1,fibres,21.0,baby-plage,Petit lac
Baby Plage,GE_Bab_4,N,1,1,3,2,1,souple,0.0,baby-plage,Petit lac
Baby Plage,GE_Bab_5,N,1,1,3,2,1,fragments,19.0,baby-plage,Petit lac
Baby Plage,GE_Bab_5,N,1,1,3,2,1,fibres,119.0,baby-plage,Petit lac
Baby Plage,GE_Bab_5,N,1,1,3,2,1,souple,0.0,baby-plage,Petit lac
Baby Plage,GE_Bab_6,NNE,2,1,3,2,1,fragments,8.0,baby-plage,Petit lac
Baby Plage,GE_Bab_6,NNE,2,1,3,2,1,fibres,51.0,baby-plage,Petit lac
Baby Plage,GE_Bab_6,NNE,2,1,3,2,1,souple,0.0,baby-plage,Petit lac
Baby Plage,GE_Bab_7,NNE,2,1,3,2,1,fragments,12.0,baby-plage,Petit lac
Baby Plage,GE_Bab_7,NNE,2,1,3,2,1,fibres,88.0,baby-plage,Petit lac
Baby Plage,GE_Bab_7,NNE,2,1,3,2,1,souple,0.0,baby-plage,Petit lac
Baby Plage,GE_Bab_8,N,2,1,3,2,1,fragments,16.0,baby-plage,Petit lac
Baby Plage,GE_Bab_8,N,2,1,3,2,1,fibres,203.0,baby-plage,Petit lac
Baby Plage,GE_Bab_8,N,2,1,3,2,1,souple,4.0,baby-plage,Petit lac
Baby Plage,GE_Bab_9,N,2,1,3,2,1,fragments,8.0,baby-plage,Petit lac
Baby Plage,GE_Bab_9,N,2,1,3,2,1,fibres,148.0,baby-plage,Petit lac
Baby Plage,GE_Bab_9,N,2,1,3,2,1,souple,12.0,baby-plage,Petit lac
Bouveret,VS_Bou_1,ONO,1,1,3,1,1,fragments,14.0,bouveret,Haut lac
Bouveret,VS_Bou_1,ONO,1,1,3,1,1,fibres,68.0,bouveret,Haut lac
Bouveret,VS_Bou_1,ONO,1,1,3,1,1,souple,0.0,bouveret,Haut lac
Bouveret,VS_Bou_10,O,2,1,3,1,1,fragments,15.0,bouveret,Haut lac
Bouveret,VS_Bou_10,O,2,1,3,1,1,fibres,80.0,bouveret,Haut lac
Bouveret,VS_Bou_10,O,2,1,3,1,1,souple,47.0,bouveret,Haut lac
Bouveret,VS_Bou_11,O,2,1,3,1,1,fragments,29.0,bouveret,Haut lac
Bouveret,VS_Bou_11,O,2,1,3,1,1,fibres,883.0,bouveret,Haut lac
Bouveret,VS_Bou_11,O,2,1,3,1,1,souple,104.0,bouveret,Haut lac
Bouveret,VS_Bou_2,ONO,1,1,3,1,1,fragments,9.0,bouveret,Haut lac
Bouveret,VS_Bou_2,ONO,1,1,3,1,1,fibres,100.0,bouveret,Haut lac
Bouveret,VS_Bou_2,ONO,1,1,3,1,1,souple,0.0,bouveret,Haut lac
Bouveret,VS_Bou_3,O,1,1,3,1,1,fragments,1.0,bouveret,Haut lac
Bouveret,VS_Bou_3,O,1,1,3,1,1,fibres,36.0,bouveret,Haut lac
Bouveret,VS_Bou_3,O,1,1,3,1,1,souple,0.0,bouveret,Haut lac
Bouveret,VS_Bou_4,O,1,1,3,1,1,fragments,18.0,bouveret,Haut lac
Bouveret,VS_Bou_4,O,1,1,3,1,1,fibres,37.0,bouveret,Haut lac
Bouveret,VS_Bou_4,O,1,1,3,1,1,souple,2.0,bouveret,Haut lac
Bouveret,VS_Bou_5,O,1,1,3,1,1,fragments,59.0,bouveret,Haut lac
Bouveret,VS_Bou_5,O,1,1,3,1,1,fibres,199.0,bouveret,Haut lac
Bouveret,VS_Bou_5,O,1,1,3,1,1,souple,0.0,bouveret,Haut lac
Bouveret,VS_Bou_6,OSO,1,1,3,1,1,fragments,0.0,bouveret,Haut lac
Bouveret,VS_Bou_6,OSO,1,1,3,1,1,fibres,35.0,bouveret,Haut lac
Bouveret,VS_Bou_6,OSO,1,1,3,1,1,souple,0.0,bouveret,Haut lac
Bouveret,VS_Bou_7,OSO,1,1,3,1,1,fragments,5.0,bouveret,Haut lac
Bouveret,VS_Bou_7,OSO,1,1,3,1,1,fibres,53.0,bouveret,Haut lac
Bouveret,VS_Bou_7,OSO,1,1,3,1,1,souple,0.0,bouveret,Haut lac
Bouveret,VS_Bou_8,ONO,2,1,3,1,1,fragments,12.0,bouveret,Haut lac
Bouveret,VS_Bou_8,ONO,2,1,3,1,1,fibres,185.0,bouveret,Haut lac
Bouveret,VS_Bou_8,ONO,2,1,3,1,1,souple,75.0,bouveret,Haut lac
Bouveret,VS_Bou_9,ONO,2,1,3,1,1,fragments,14.0,bouveret,Haut lac
Bouveret,VS_Bou_9,ONO,2,1,3,1,1,fibres,91.0,bouveret,Haut lac
Bouveret,VS_Bou_9,ONO,2,1,3,1,1,souple,81.0,bouveret,Haut lac
Clarens,VD_Cls_1,SSO,1,2,3,2,1,fragments,7.0,clarens,Haut lac
Clarens,VD_Cls_1,SSO,1,2,3,2,1,fibres,44.0,clarens,Haut lac
Clarens,VD_Cls_1,SSO,1,2,3,2,1,souple,1.0,clarens,Haut lac
Clarens,VD_Cls_2,SSO,1,2,3,2,1,fragments,3.0,clarens,Haut lac
Clarens,VD_Cls_2,SSO,1,2,3,2,1,fibres,84.0,clarens,Haut lac
Clarens,VD_Cls_2,SSO,1,2,3,2,1,souple,2.0,clarens,Haut lac
Clarens,VD_Cls_3,SSO,1,2,3,2,1,fragments,7.0,clarens,Haut lac
Clarens,VD_Cls_3,SSO,1,2,3,2,1,fibres,42.0,clarens,Haut lac
Clarens,VD_Cls_3,SSO,1,2,3,2,1,souple,0.0,clarens,Haut lac
Clarens,VD_Cls_4,SSO,1,2,3,2,1,fragments,2.0,clarens,Haut lac
Clarens,VD_Cls_4,SSO,1,2,3,2,1,fibres,25.0,clarens,Haut lac
Clarens,VD_Cls_4,SSO,1,2,3,2,1,souple,0.0,clarens,Haut lac
Clarens,VD_Cls_5,SSO,2,1,3,2,1,fragments,2.0,clarens,Haut lac
Clarens,VD_Cls_5,SSO,2,1,3,2,1,fibres,31.0,clarens,Haut lac
Clarens,VD_Cls_5,SSO,2,1,3,2,1,souple,4.0,clarens,Haut lac
Clarens,VD_Cls_6,SSO,2,1,3,2,1,fragments,17.0,clarens,Haut lac
Clarens,VD_Cls_6,SSO,2,1,3,2,1,fibres,119.0,clarens,Haut lac
Clarens,VD_Cls_6,SSO,2,1,3,2,1,souple,41.0,clarens,Haut lac
Crans,VD_Cra_1,SSE,1,1,2,1,2,fragments,2.0,crans,Petit lac
Crans,VD_Cra_1,SSE,1,1,2,1,2,fibres,17.0,crans,Petit lac
Crans,VD_Cra_1,SSE,1,1,2,1,2,souple,0.0,crans,Petit lac
Cully,VD_Cul_1,SO,1,2,2,1,1,fragments,11.0,cully,Haut lac
Cully,VD_Cul_1,SO,1,2,2,1,1,fibres,117.0,cully,Haut lac
Cully,VD_Cul_1,SO,1,2,2,1,1,souple,0.0,cully,Haut lac
Excenevex,74_Exc_1,NE,1,1,3,1,1,fragments,13.0,excenevex,Grand lac
Excenevex,74_Exc_1,NE,1,1,3,1,1,fibres,84.0,excenevex,Grand lac
Excenevex,74_Exc_1,NE,1,1,3,1,1,souple,21.0,excenevex,Grand lac
Excenevex,74_Exc_10,NE,2,1,3,1,1,fragments,43.0,excenevex,Grand lac
Excenevex,74_Exc_10,NE,2,1,3,1,1,fibres,110.0,excenevex,Grand lac
Excenevex,74_Exc_10,NE,2,1,3,1,1,souple,144.0,excenevex,Grand lac
Excenevex,74_Exc_11,NE,2,1,3,1,1,fragments,14.0,excenevex,Grand lac
Excenevex,74_Exc_11,NE,2,1,3,1,1,fibres,98.0,excenevex,Grand lac
Excenevex,74_Exc_11,NE,2,1,3,1,1,souple,3.0,excenevex,Grand lac
Excenevex,74_Exc_13,NE,2,1,3,1,1,fragments,33.0,excenevex,Grand lac
Excenevex,74_Exc_13,NE,2,1,3,1,1,fibres,68.0,excenevex,Grand lac
Excenevex,74_Exc_13,NE,2,1,3,1,1,souple,28.0,excenevex,Grand lac
Excenevex,74_Exc_14,NE,2,1,3,1,1,fragments,12.0,excenevex,Grand lac
Excenevex,74_Exc_14,NE,2,1,3,1,1,fibres,76.0,excenevex,Grand lac
Excenevex,74_Exc_14,NE,2,1,3,1,1,souple,12.0,excenevex,Grand lac
Excenevex,74_Exc_15,NE,2,1,3,1,1,fragments,36.0,excenevex,Grand lac
Excenevex,74_Exc_15,NE,2,1,3,1,1,fibres,124.0,excenevex,Grand lac
Excenevex,74_Exc_15,NE,2,1,3,1,1,souple,34.0,excenevex,Grand lac
Excenevex,74_Exc_17,NE,2,1,3,1,1,fragments,25.0,excenevex,Grand lac
Excenevex,74_Exc_17,NE,2,1,3,1,1,fibres,97.0,excenevex,Grand lac
Excenevex,74_Exc_17,NE,2,1,3,1,1,souple,21.0,excenevex,Grand lac
Excenevex,74_Exc_18,NE,2,1,3,1,1,fragments,25.0,excenevex,Grand lac
Excenevex,74_Exc_18,NE,2,1,3,1,1,fibres,108.0,excenevex,Grand lac
Excenevex,74_Exc_18,NE,2,1,3,1,1,souple,305.0,excenevex,Grand lac
Excenevex,74_Exc_19,NE,2,1,3,1,1,fragments,40.0,excenevex,Grand lac
Excenevex,74_Exc_19,NE,2,1,3,1,1,fibres,78.0,excenevex,Grand lac
Excenevex,74_Exc_19,NE,2,1,3,1,1,souple,34.0,excenevex,Grand lac
Excenevex,74_Exc_20,NE,2,1,3,1,1,fragments,4.0,excenevex,Grand lac
Excenevex,74_Exc_20,NE,2,1,3,1,1,fibres,44.0,excenevex,Grand lac
Excenevex,74_Exc_20,NE,2,1,3,1,1,souple,2.0,excenevex,Grand lac
Excenevex,74_Exc_21,NE,2,1,3,1,1,fragments,3.0,excenevex,Grand lac
Excenevex,74_Exc_21,NE,2,1,3,1,1,fibres,57.0,excenevex,Grand lac
Excenevex,74_Exc_21,NE,2,1,3,1,1,souple,6.0,excenevex,Grand lac
Excenevex,74_Exc_22,NE,2,1,3,1,1,fragments,59.0,excenevex,Grand lac
Excenevex,74_Exc_22,NE,2,1,3,1,1,fibres,110.0,excenevex,Grand lac
Excenevex,74_Exc_22,NE,2,1,3,1,1,souple,10.0,excenevex,Grand lac
Excenevex,74_Exc_23,NE,2,1,3,1,1,fragments,32.0,excenevex,Grand lac
Excenevex,74_Exc_23,NE,2,1,3,1,1,fibres,30.0,excenevex,Grand lac
Excenevex,74_Exc_23,NE,2,1,3,1,1,souple,25.0,excenevex,Grand lac
Excenevex,74_Exc_25,NE,2,1,3,1,1,fragments,22.0,excenevex,Grand lac
Excenevex,74_Exc_25,NE,2,1,3,1,1,fibres,51.0,excenevex,Grand lac
Excenevex,74_Exc_25,NE,2,1,3,1,1,souple,41.0,excenevex,Grand lac
Excenevex,74_Exc_27,NE,2,1,3,1,1,fragments,29.0,excenevex,Grand lac
Excenevex,74_Exc_27,NE,2,1,3,1,1,fibres,168.0,excenevex,Grand lac
Excenevex,74_Exc_27,NE,2,1,3,1,1,souple,65.0,excenevex,Grand lac
Excenevex,74_Exc_29,NE,2,1,3,1,1,fragments,12.0,excenevex,Grand lac
Excenevex,74_Exc_29,NE,2,1,3,1,1,fibres,40.0,excenevex,Grand lac
Excenevex,74_Exc_29,NE,2,1,3,1,1,souple,5.0,excenevex,Grand lac
Excenevex,74_Exc_3,NE,1,1,3,1,1,fragments,11.0,excenevex,Grand lac
Excenevex,74_Exc_3,NE,1,1,3,1,1,fibres,109.0,excenevex,Grand lac
Excenevex,74_Exc_3,NE,1,1,3,1,1,souple,10.0,excenevex,Grand lac
Excenevex,74_Exc_30,NE,2,1,3,1,1,fragments,12.0,excenevex,Grand lac
Excenevex,74_Exc_30,NE,2,1,3,1,1,fibres,59.0,excenevex,Grand lac
Excenevex,74_Exc_30,NE,2,1,3,1,1,souple,13.0,excenevex,Grand lac
Excenevex,74_Exc_31,NE,2,1,3,1,1,fragments,13.0,excenevex,Grand lac
Excenevex,74_Exc_31,NE,2,1,3,1,1,fibres,57.0,excenevex,Grand lac
Excenevex,74_Exc_31,NE,2,1,3,1,1,souple,12.0,excenevex,Grand lac
Excenevex,74_Exc_32,NE,2,1,3,1,1,fragments,39.0,excenevex,Grand lac
Excenevex,74_Exc_32,NE,2,1,3,1,1,fibres,187.0,excenevex,Grand lac
Excenevex,74_Exc_32,NE,2,1,3,1,1,souple,89.0,excenevex,Grand lac
Excenevex,74_Exc_33,NE,2,1,3,1,1,fragments,21.0,excenevex,Grand lac
Excenevex,74_Exc_33,NE,2,1,3,1,1,fibres,189.0,excenevex,Grand lac
Excenevex,74_Exc_33,NE,2,1,3,1,1,souple,83.0,excenevex,Grand lac
Excenevex,74_Exc_34,NE,2,1,3,1,1,fragments,20.0,excenevex,Grand lac
Excenevex,74_Exc_34,NE,2,1,3,1,1,fibres,176.0,excenevex,Grand lac
Excenevex,74_Exc_34,NE,2,1,3,1,1,souple,25.0,excenevex,Grand lac
Excenevex,74_Exc_4,NE,1,1,3,1,1,fragments,3.0,excenevex,Grand lac
Excenevex,74_Exc_4,NE,1,1,3,1,1,fibres,39.0,excenevex,Grand lac
Excenevex,74_Exc_4,NE,1,1,3,1,1,souple,9.0,excenevex,Grand lac
Excenevex,74_Exc_5,NE,1,1,3,1,1,fragments,1.0,excenevex,Grand lac
Excenevex,74_Exc_5,NE,1,1,3,1,1,fibres,33.0,excenevex,Grand lac
Excenevex,74_Exc_5,NE,1,1,3,1,1,souple,4.0,excenevex,Grand lac
Excenevex,74_Exc_6,NE,1,1,3,1,1,fragments,3.0,excenevex,Grand lac
Excenevex,74_Exc_6,NE,1,1,3,1,1,fibres,125.0,excenevex,Grand lac
Excenevex,74_Exc_6,NE,1,1,3,1,1,souple,0.0,excenevex,Grand lac
Excenevex,74_Exc_7,NE,1,1,3,1,1,fragments,0.0,excenevex,Grand lac
Excenevex,74_Exc_7,NE,1,1,3,1,1,fibres,120.0,excenevex,Grand lac
Excenevex,74_Exc_7,NE,1,1,3,1,1,souple,3.0,excenevex,Grand lac
Excenevex,74_Exc_8,NE,1,1,3,1,1,fragments,0.0,excenevex,Grand lac
Excenevex,74_Exc_8,NE,1,1,3,1,1,fibres,126.0,excenevex,Grand lac
Excenevex,74_Exc_8,NE,1,1,3,1,1,souple,2.0,excenevex,Grand lac
Excenevex,74_Exc_9,NE,2,1,3,1,1,fragments,36.0,excenevex,Grand lac
Excenevex,74_Exc_9,NE,2,1,3,1,1,fibres,157.0,excenevex,Grand lac
Excenevex,74_Exc_9,NE,2,1,3,1,1,souple,32.0,excenevex,Grand lac
Gland,VD_Gld_1,E,1,1,2,1,1,fragments,8.0,gland,Grand lac
Gland,VD_Gld_1,E,1,1,2,1,1,fibres,26.0,gland,Grand lac
Gland,VD_Gld_1,E,1,1,2,1,1,souple,6.0,gland,Grand lac
Grangettes,VD_Grs_1,NO,1,1,2,1,1,fragments,14.0,grangettes,Haut lac
Grangettes,VD_Grs_1,NO,1,1,2,1,1,fibres,181.0,grangettes,Haut lac
Grangettes,VD_Grs_1,NO,1,1,2,1,1,souple,502.0,grangettes,Haut lac
Grangettes,VD_Grs_2,NO,1,1,2,1,1,fragments,10.0,grangettes,Haut lac
Grangettes,VD_Grs_2,NO,1,1,2,1,1,fibres,112.0,grangettes,Haut lac
Grangettes,VD_Grs_2,NO,1,1,2,1,1,souple,166.0,grangettes,Haut lac
Grangettes,VD_Grs_3,NO,1,1,2,1,1,fragments,10.0,grangettes,Haut lac
Grangettes,VD_Grs_3,NO,1,1,2,1,1,fibres,89.0,grangettes,Haut lac
Grangettes,VD_Grs_3,NO,1,1,2,1,1,souple,0.0,grangettes,Haut lac
Grangettes,VD_Grs_4,NO,1,1,2,1,1,fragments,6.0,grangettes,Haut lac
Grangettes,VD_Grs_4,NO,1,1,2,1,1,fibres,273.0,grangettes,Haut lac
Grangettes,VD_Grs_4,NO,1,1,2,1,1,souple,316.0,grangettes,Haut lac
Grangettes,VD_Grs_6,NO,2,1,2,1,1,fragments,5.0,grangettes,Haut lac
Grangettes,VD_Grs_6,NO,2,1,2,1,1,fibres,564.0,grangettes,Haut lac
Grangettes,VD_Grs_6,NO,2,1,2,1,1,souple,65.0,grangettes,Haut lac
Grangettes,VD_Grs_7,NO,2,1,2,1,1,fragments,2.0,grangettes,Haut lac
Grangettes,VD_Grs_7,NO,2,1,2,1,1,fibres,186.0,grangettes,Haut lac
Grangettes,VD_Grs_7,NO,2,1,2,1,1,souple,23.0,grangettes,Haut lac
Hermance,GE_Her_1,OSO,1,2,3,2,1,fragments,3.0,hermance,Petit lac
Hermance,GE_Her_1,OSO,1,2,3,2,1,fibres,79.0,hermance,Petit lac
Hermance,GE_Her_1,OSO,1,2,3,2,1,souple,0.0,hermance,Petit lac
Hermance,GE_Her_2,OSO,1,2,3,2,1,fragments,1.0,hermance,Petit lac
